"","Bronx County","Kings County","New York County","Queens County","Richmond County","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"682",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,317,317,2013,58.2,43.9,1013.8,9.9,10.7,22.9,64,51.1,0,0,0,0.679824561403509
"686",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,321,321,2013,54.6,45.2,1025.3,10,5.1,999.9,64,44.1,0,0,0,0.473684210526316
"694",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,329,2013,56.3,49.4,1027.4,9.3,6.6,999.9,63,46.9,0,0,0,0.495614035087719
"697",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,332,332,2013,57.5,54.5,1020.4,2.9,10.3,22,62.1,55,0.33,0,1,0.62280701754386
"705",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,340,340,2013,58,55.5,1014.3,0.3,7.8,999.9,61,55.4,0.24,0,1,0.754385964912281
"710",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,345,345,2013,57.8,55.1,1013.8,2.5,7.1,17.1,64,53.1,0,0,1,0.442982456140351
"714",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349,349,2013,61.5,57.6,1015.1,3,13.3,24.1,66.9,57,0,0,1,0.741228070175439
"718",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,353,353,2013,61,58.7,1009.8,2.1,14,39,64,57.2,1.24,0,1,0.574561403508772
"724",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,359,359,2013,55.6,52.3,1005.9,4.6,7.6,18.1,61,51.8,1.03,0,1,0.526315789473684
"729",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364,364,2013,50.2,41.8,1010.9,9.3,13.9,28,57,44.6,0.54,0,0,0.429824561403509
"732",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2013,56.9,42.8,1020,10,14.1,26,64,51.1,0.01,0,0,0.390350877192982
"739",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,2013,56.6,49.6,1023.2,9.9,6.4,999.9,63,46.9,0,0,0,0.706140350877193
"745",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,2013,57.9,54.7,1021,4.9,10.9,26,61,55.4,0.51,0,0,0.552631578947368
"746",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,16,2013,60.9,56.2,1018.8,6.1,11.6,20,66.9,57.2,0.26,0,0,0.635964912280702
"752",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,22,2013,62,56.8,1018.5,6.7,9,999.9,69.1,57,0.02,0,0,0.644736842105263
"758",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,28,2013,61.3,57,1013.5,8.9,9.2,22,66,57,0.01,0,0,0.407894736842105
"761",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,31,2013,63.2,59.2,1011.3,7,9.1,21,68,57,0.03,0,0,0.442982456140351
"768",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38,38,2013,60.9,58.6,1012.9,3.1,4.9,22.9,66,57.2,0.07,0,1,0.482456140350877
"771",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,41,41,2013,62.6,54.4,1014.3,8.4,12.2,28,69.1,57.9,0.06,0,0,0.609649122807018
"780",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,50,2013,60.6,53.1,1023.9,9.6,5.6,999.9,69.1,52,0.1,0,0,0.587719298245614
"781",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,51,2013,62,56.1,1025.9,10,8.3,999.9,68,57,0.05,0,0,0.692982456140351
"788",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,58,2013,63.4,58.5,1024.6,10,8.2,999.9,71.1,59,0,0,0,0.609649122807018
"794",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,64,2013,64.9,60.9,1021.8,9.8,9,999.9,70,61,0.01,0,0,0.495614035087719
"797",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,67,2013,66.8,64.5,1016,2.8,12.1,22,73.9,64,0,0,1,0.583333333333333
"801",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,71,71,2013,69.7,63.8,1012.8,8.4,10.2,999.9,78.1,64,0,0,0,0.605263157894737
"810",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,80,80,2013,69.5,64.6,1008.6,6.1,9.9,26,81,64,0,0,1,0.631578947368421
"815",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,85,2013,65.5,64,1010,3.1,5.4,999.9,69.1,62.1,0,0,1,0.565789473684211
"818",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,88,2013,66.1,64.8,1004.7,2.1,12.9,33,69.8,64,0.85,0,1,0.526315789473684
"821",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,91,2013,66.2,64.9,1004,1.4,13.7,24.1,69.1,64.4,0.26,0,1,0.543859649122807
"826",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,96,2013,65.4,64.2,1012.1,1.9,8.8,999.9,69.1,64,0.05,0,1,0.359649122807018
"833",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103,103,2013,60.9,57,1016.7,7,10.9,999.9,66,57,0,0,0,0.609649122807018
"837",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107,107,2013,61.8,58.6,1013.6,4.6,12.6,26,66,57.9,0,0,1,0.451754385964912
"843",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113,113,2013,60.8,59.8,1012,2,12.7,27,63,59,0.21,0,1,0.649122807017544
"848",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,118,118,2013,61.8,51,1012.5,7.5,8.7,999.9,66,57.2,0.34,0,1,0.543859649122807
"854",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,124,124,2013,58.6,45.6,1020.5,9.8,5.7,999.9,68,48.9,0,0,0,0.62719298245614
"859",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129,129,2013,58.6,51,1022,10,7.5,999.9,66,51.1,0,0,0,0.530701754385965
"861",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131,131,2013,56.1,53.2,1016.3,7.7,11.8,26,59,54,0,0,0,0.828947368421053
"867",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,137,137,2013,62.3,59.6,1009.3,4.8,19.1,35,64.9,57,0.94,0,1,0.552631578947368
"875",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145,145,2013,63.6,57.2,1019.3,6.9,8.1,999.9,72,53.1,0.01,0,1,0.464912280701754
"878",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,148,148,2013,62.2,56.1,1021.3,9.3,6,999.9,72,53.1,0,0,0,0.692982456140351
"884",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,154,154,2013,60.8,59.5,1008.7,1.8,13.2,24.1,64.4,55.9,1.36,0,1,0.631578947368421
"886",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,156,156,2013,64,55.9,1003.4,8.1,14,27,71.1,59,0.03,0,0,0.552631578947368
"892",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,162,162,2013,60.8,52.4,1008.2,10,8.7,21,66,55,0,0,0,0.469298245614035
"898",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168,168,2013,55,50.7,1003,7,18.3,36.9,60.1,52,0.12,0,0,0.578947368421053
"902",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172,172,2013,62.4,52.3,1011,10,7.4,999.9,72,52,0.14,0,0,0.495614035087719
"910",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,180,2013,66.7,65.3,1017,4.1,10.4,20,72,64,0.04,0,0,0.583333333333333
"915",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,185,185,2013,67.7,65.5,1022.2,4,9.5,18.1,73,64.9,0.04,0,1,0.578947368421053
"918",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,188,188,2013,68.7,67.2,1024.1,2.5,9.5,999.9,72,64.4,0.03,0,1,0.587719298245614
"924",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194,194,2013,69.8,68,1023.5,1.8,11.9,21,75,68,0.02,0,1,0.403508771929825
"929",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,199,199,2013,71.6,68.2,1021.6,6.8,12.4,22,77,68,0.03,0,1,0.517543859649123
"931",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201,201,2013,73,69.2,1018.5,8.1,13.1,22.9,79,68,0.01,0,0,0.495614035087719
"940",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,210,2013,74.4,69.8,1016.3,9,9.1,19,82,69.1,0.01,0,0,0.473684210526316
"941",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211,211,2013,72.6,68.9,1015.5,6.7,10.7,24.1,78.1,68,0,0,1,0.583333333333333
"947",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,217,217,2013,72.7,69.3,1018,5.7,7,999.9,80.1,69.1,0,0,1,0.535087719298246
"954",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,224,224,2013,71.1,69.7,1015.5,1.9,7.1,999.9,77,69.1,0,0,1,0.657894736842105
"959",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,229,229,2013,71.8,69.7,1011.6,4.9,9.5,19,75.9,69.1,0.01,0,0,0.407894736842105
"965",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235,235,2013,69.4,67.8,1015.9,3.1,6.7,49.9,72,66,0.06,0,1,0.504385964912281
"966",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236,236,2013,67.9,66.3,1024.4,3.3,6.2,999.9,75.9,63,0.01,0,1,0.526315789473684
"972",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,242,242,2013,72.9,70.5,1025.1,4.5,5.3,999.9,79,66,0.01,0,1,0.491228070175439
"978",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,248,248,2013,76.3,71.2,1021.6,9.3,5.7,999.9,82.9,69.1,0,0,0,0.478070175438596
"985",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,255,255,2013,77.4,68.4,1019.6,8.3,7.3,999.9,87.1,69.1,0,0,0,0.592105263157895
"988",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,258,258,2013,72.9,65.8,1020.8,9.9,5.6,999.9,84,66.9,0,0,0,0.732456140350877
"993",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,263,263,2013,75.6,69.6,1016.6,8.1,6.8,999.9,88,68,0,0,0,0.618421052631579
"997",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,267,267,2013,73.9,71.4,1013.4,2.8,9.6,22,80.1,69.1,0,0,1,0.644736842105263
"1001",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,271,271,2013,74.5,71.7,1008.8,3.3,11.8,20,80.1,71.1,0,0,0,0.578947368421053
"1010",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,280,280,2013,72.8,69.1,1012.6,6.6,5.3,999.9,77,66.9,0.04,0,0,0.43859649122807
"1015",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285,285,2013,68.3,65.9,1015.1,5.6,5.1,999.9,78.1,64,0.17,0,1,0.649122807017544
"1017",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,287,287,2013,72.1,70,1007.1,3.7,8.1,19,78.8,66.2,0,0,1,0.565789473684211
"1022",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,292,292,2013,74.9,71.6,1006.7,5.7,8.4,20,82,70,0.6,0,1,0.508771929824561
"1026",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,296,296,2013,67.7,62.8,1014.3,9.7,13.8,27,75,64,0.4,0,0,0.5
"1033",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303,303,2013,66.1,64.4,1012.2,6,15,28.9,69.8,64,2.43,0,0,0.543859649122807
"1039",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,309,309,2013,69.1,66.1,1018,9.6,8.8,18.1,73.9,64.9,0.26,0,0,0.565789473684211
"1045",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,315,315,2013,69.8,68,1015.8,5.7,6.5,22.9,75.2,66.2,0.12,0,1,0.517543859649123
"1049",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,319,319,2013,69.2,67.1,1017.1,6.5,5.3,999.9,73.9,64,0.02,0,0,0.62719298245614
"1051",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,321,321,2013,71.2,64.3,1018,7.8,7.8,999.9,77,66.2,0.01,0,1,0.570175438596491
"1059",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,329,329,2013,70.6,62.6,1019.3,10,6.7,999.9,78.1,64.9,0,0,0,0.535087719298246
"1062",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,332,332,2013,68.9,64.7,1016.5,9.8,5.3,999.9,78.1,63,0.01,0,0,0.609649122807018
"1067",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,337,337,2013,69.7,66,1011.1,9.5,8.3,20,75.9,63,0.03,0,0,0.570175438596491
"1074",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,344,344,2013,69.3,66.1,1011.8,7.2,10.9,22.9,75.9,66,0,0,0,0.381578947368421
"1079",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349,349,2013,69.4,61.9,1009.8,9,8.3,19,75.9,60.1,0.25,0,0,0.425438596491228
"1083",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,353,353,2013,68.1,54.5,1013.3,10,12.2,24.1,75.9,60.1,0,0,0,0.508771929824561
"1090",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,360,360,2013,66.2,54.5,1019.1,10,5.3,999.9,73.9,55.9,0,0,0,0.460526315789474
"1091",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,361,361,2013,64.5,55.9,1022,9.9,5.1,999.9,73.9,54,0,0,0,0.469298245614035
"1096",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2013,67.8,64,1020.1,10,6.7,999.9,75,54,0,0,0,0.526315789473684
"1103",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,2013,70.7,68.8,1016.9,9.3,13.1,27,75,61,0.03,0,0,0.513157894736842
"1109",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,2013,72.4,66.5,1012.3,6.4,11.2,21,80.1,68,0.06,0,1,0.548245614035088
"1115",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,2013,69.5,56.7,1017,10,7.5,999.9,80.1,60.1,0,0,0,0.517543859649123
"1119",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,2013,68.2,63.2,1016.8,10,7.2,999.9,75,60.1,0,0,0,0.421052631578947
"1121",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,2013,67.8,66.7,1011.1,4.6,3.4,999.9,73.9,64,0,0,1,0.508771929824561
"1130",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35,35,2013,68.4,59.6,1007.5,8.3,9.6,24.1,73,64,0.5,0,0,0.609649122807018
"1131",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,2013,67.2,52.7,1016.9,10,10.2,21,73,62.1,0,0,0,0.486842105263158
"1138",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,43,2013,67.4,59.7,1021.2,10,8.2,999.9,73,62.1,0,0,0,0.609649122807018
"1143",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,48,2013,67.3,59.8,1023.8,10,3.2,999.9,75.9,55.9,0,0,0,0.447368421052632
"1146",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,2013,64.8,58.4,1023.8,8.4,3.3,999.9,75.9,55.9,0.01,0,1,0.407894736842105
"1154",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,59,2013,65.5,60.8,1017.5,9.5,8.1,999.9,73.9,57,0.39,0,0,0.421052631578947
"1160",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,65,65,2013,71,64.7,1017.3,9.5,7,999.9,78.1,57,0.01,0,0,0.508771929824561
"1163",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,68,68,2013,70.3,66.7,1020.1,7.1,6.5,999.9,79,64,0,0,1,0.574561403508772
"1167",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,72,2013,70.5,68.9,1016.9,3.9,9.8,999.9,79,64,0.01,0,1,0.535087719298246
"1172",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,77,2013,70.6,65,1013.1,7.8,12.1,28,77,63,0,0,0,0.535087719298246
"1177",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,82,2013,66.2,55.2,1022.3,10,10.7,24.1,77,55.9,0,0,0,0.482456140350877
"1182",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,87,2013,64,54.6,1026.6,10,6.7,999.9,75,50,0,0,0,0.416666666666667
"1189",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,94,2013,68.3,64.1,1020.1,10,11.2,22,75,50,0,0,0,0.421052631578947
"1194",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99,99,2013,68,66.6,1011.8,4.5,8,999.9,70,64.4,0.39,0,1,0.412280701754386
"1196",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,101,101,2013,66.4,64.6,1012,3.9,6.8,999.9,72,62.6,0.67,0,1,0.456140350877193
"1204",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,109,2013,65.7,63.7,1014.4,5.8,11.3,21,69.1,62.6,0,0,1,0.543859649122807
"1207",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,112,2013,65,59.2,1014.8,9.9,10.8,21,70,59,0,0,0,0.552631578947368
"1213",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118,118,2013,69.4,67,1011.9,7,10.9,999.9,75,59,0,0,0,0.421052631578947
"1217",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,122,2013,70.7,68.3,1012.4,7.5,10.1,999.9,75.9,66.9,0,0,0,0.412280701754386
"1225",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,130,2013,70.8,68.7,1010.3,7,7.7,999.9,75.9,68,0,0,1,0.416666666666667
"1227",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,132,132,2013,70.1,69,1008.1,2,6.8,999.9,75.9,66,0.05,0,1,0.508771929824561
"1235",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,140,140,2013,68.5,61.9,1011.4,8.9,8.8,20,73.9,63,0.06,0,0,0.491228070175439
"1237",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,142,2013,67.4,62.1,1013.8,10,10.4,22,75.9,61,0,0,0,0.442982456140351
"1241",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,146,2013,60.3,47.8,1021.1,10,5.3,999.9,75.9,52,0,0,0,0.570175438596491
"1250",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,155,2013,63.6,50.4,1017.9,10,10.2,22,71.1,52,0,0,0,0.548245614035088
"1253",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,158,2013,68,59.3,1010.5,10,13.3,26,75.9,57,0,0,0,0.530701754385965
"1258",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163,163,2013,59.8,42.5,1021.4,10,8.2,22,75.9,50,0,0,0,0.631578947368421
"1264",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,169,169,2013,65.5,57.5,1022,10,10.1,22.9,72,50,0,0,0,0.530701754385965
"1268",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,173,173,2013,69.9,66.8,1019.3,6.8,10.9,19,73.9,61,0,0,0,0.600877192982456
"1274",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,179,2013,70.2,67.6,1013.7,5.3,11.4,20,75,66.9,0,0,0,0.657894736842105
"1280",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185,185,2013,69.1,67,1004.5,6.1,8.9,19,75,66.9,0.01,0,1,0.679824561403509
"1282",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187,187,2013,64.5,57.6,1010.4,10,9.1,19,73.9,60.1,0.13,0,0,0.5
"1290",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195,195,2013,61.2,50.7,1019.4,10,6.6,17.1,68,51.1,0,0,0,0.37280701754386
"1293",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,2013,62.4,54.8,1017.9,10,7.4,15,70,51.1,0,0,0,0.56140350877193
"1300",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,205,205,2013,56.1,43.1,1024.7,10,16.3,29.9,70,51.1,0.02,0,0,0.548245614035088
"1305",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,210,210,2013,56.1,42.7,1025.2,10,5.8,999.9,69.1,43,0,0,0,0.605263157894737
"1306",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211,211,2013,62.4,54.6,1020.3,10,9.6,19,69.1,43,0,0,0,0.456140350877193
"1312",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217,217,2013,62.6,58.5,1018.4,9.5,6.2,999.9,71.1,53.6,0.01,0,0,0.710526315789474
"1320",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,225,2013,63.6,60.3,1015.6,9.9,7.8,999.9,72,54,0.01,0,1,0.521929824561403
"1322",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,227,2013,66.3,63.4,1007,8.8,9.8,29.9,72,60.1,0.24,0,0,0.657894736842105
"1330",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235,235,2013,57.5,44.9,1011.2,10,10.4,22,69.1,48.9,0,0,0,0.605263157894737
"1333",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,238,238,2013,54.5,42.7,1013,10,8.4,19,61,46,0,0,0,0.605263157894737
"1336",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,241,241,2013,55.3,45.3,1012.3,10,4.5,999.9,64,44.1,0,0,0,0.5
"1345",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,250,2013,56.8,46.4,1015.6,10,8,20,64,44.1,0,0,0,0.495614035087719
"1350",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,255,2013,58.1,51.2,1020.2,10,11.5,24.1,64,46.9,0,0,0,0.578947368421053
"1351",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,256,256,2013,59.2,50.1,1024.6,10,7.4,999.9,69.1,50,0,0,0,0.535087719298246
