"","day_index","day","year","mo","county","temp","visib","wdsp","NUM_COLLISIONS"
"15464",1370,4,2016,12,"Bronx County",37.3,8.6,10.3,0.316455696202532
"15467",1373,5,2016,12,"Bronx County",40.4,9.5,18.2,0.320675105485232
"15475",1381,6,2016,12,"Bronx County",35.8,10,14.1,0.320675105485232
"16716",1382,4,2016,12,"Bronx County",53.4,6.6,15.6,0.40084388185654
"16721",1387,5,2016,12,"Bronx County",46.4,10,12.9,0.443037974683544
"16726",1392,6,2016,12,"Bronx County",43.8,10,15.1,0.379746835443038
"16735",1401,7,2016,12,"Bronx County",38.2,10,14.6,0.274261603375527
"16737",1403,1,2016,12,"Bronx County",37.9,9.5,6.6,0.49789029535865
"16742",1408,2,2016,12,"Bronx County",41.7,10,11.9,0.388185654008439
"16746",1412,3,2016,12,"Bronx County",42.8,8.8,7.6,0.379746835443038
"16755",1421,4,2016,12,"Bronx County",42.7,9.8,6.4,0.375527426160338
"16759",1425,5,2016,12,"Bronx County",36.6,10,15.4,0.417721518987342
"16763",1429,6,2016,12,"Bronx County",28.2,10,12.8,0.30379746835443
"16769",1435,7,2016,12,"Bronx County",29.9,10,7.5,0.29535864978903
"16775",1441,1,2016,12,"Bronx County",43.6,6.5,14.2,0.375527426160338
"16779",1445,2,2016,12,"Bronx County",39.7,9.8,9.7,0.367088607594937
"16781",1447,3,2016,12,"Bronx County",41.2,9.8,8.2,0.379746835443038
"16786",1452,4,2016,12,"Bronx County",29.8,8.8,13.8,0.388185654008439
"16795",1461,5,2016,12,"Bronx County",18.2,10,17.8,0.49789029535865
"45",1466,7,2017,1,"Bronx County",44.4,9,13.4,0.275109170305677
"47",1468,1,2017,1,"Bronx County",37.4,10,7.1,0.209606986899563
"55",1476,2,2017,1,"Bronx County",44.3,5.4,15.2,0.331877729257642
"57",1478,3,2017,1,"Bronx County",46.5,6.2,13.6,0.253275109170306
"61",1482,4,2017,1,"Bronx County",36.4,10,15.4,0.253275109170306
"66",1487,5,2017,1,"Bronx County",31.7,6.1,8.9,0.301310043668122
"73",1494,6,2017,1,"Bronx County",31.3,5.7,13.4,0.572052401746725
"80",1501,7,2017,1,"Bronx County",24.1,6.1,19.5,0.218340611353712
"82",1503,1,2017,1,"Bronx County",18.3,10,11,0.410480349344978
"86",1507,2,2017,1,"Bronx County",35.6,10,13.6,0.327510917030568
"91",1512,3,2017,1,"Bronx County",45,6.5,15.1,0.375545851528384
"100",1521,4,2017,1,"Bronx County",47.8,5.4,12.6,0.366812227074236
"102",1523,5,2017,1,"Bronx County",46.8,7.2,12.6,0.358078602620087
"110",1531,6,2017,1,"Bronx County",29.8,10,10.2,0.25764192139738
"112",1533,7,2017,1,"Bronx County",33.6,9,10.8,0.301310043668122
"117",1538,1,2017,1,"Bronx County",31.6,10,6.2,0.205240174672489
"124",1545,2,2017,1,"Bronx County",40,9.6,8.4,0.379912663755459
"130",1551,3,2017,1,"Bronx County",41.6,4.5,13.8,0.327510917030568
"131",1552,4,2017,1,"Bronx County",40.7,7.4,7.6,0.344978165938865
"139",1560,5,2017,1,"Bronx County",39.9,10,4.3,0.318777292576419
"142",1563,6,2017,1,"Bronx County",42.3,6.7,7.5,0.283842794759825
"149",1570,7,2017,1,"Bronx County",43.2,4.5,8.4,0.235807860262009
"155",1576,1,2017,1,"Bronx County",40.9,8.8,18.6,0.379912663755459
"159",1580,2,2017,1,"Bronx County",48.9,2.3,17.2,0.34061135371179
"162",1583,3,2017,1,"Bronx County",41.1,8.5,17.4,0.270742358078603
"170",1591,4,2017,1,"Bronx County",44.3,9,9.7,0.292576419213974
"174",1595,5,2017,1,"Bronx County",42.1,9.9,20.3,0.358078602620087
"179",1600,6,2017,1,"Bronx County",38.7,10,18.3,0.314410480349345
"184",1605,7,2017,1,"Bronx County",38,9.9,10.2,0.240174672489083
"187",1608,1,2017,1,"Bronx County",34,9.7,6.5,0.362445414847162
"195",1616,2,2017,1,"Bronx County",28.1,8.2,9.8,0.358078602620087
"1548",1619,3,2017,2,"Bronx County",38.7,9.7,10.5,0.310043668122271
"1551",1622,4,2017,2,"Bronx County",37.7,10,9.9,0.37117903930131
"1559",1630,5,2017,2,"Bronx County",30.9,10,9,0.406113537117904
"1562",1633,6,2017,2,"Bronx County",28.4,10,14.1,0.318777292576419
"1570",1641,7,2017,2,"Bronx County",36.1,9.5,11.5,0.170305676855895
"1572",1643,1,2017,2,"Bronx County",37.5,10,14.4,0.410480349344978
"1578",1649,2,2017,2,"Bronx County",38.1,8.4,9.2,0.314410480349345
"1587",1658,4,2017,2,"Bronx County",38.1,7,17.8,0.279475982532751
"1592",1663,5,2017,2,"Bronx County",21,7.9,21.5,0.397379912663755
"1596",1667,6,2017,2,"Bronx County",32,8.4,10,0.244541484716157
"1604",1675,7,2017,2,"Bronx County",35.6,7.9,15.2,0.192139737991266
"1610",1681,1,2017,2,"Bronx County",35.9,6.5,19.7,0.419213973799127
"1611",1682,2,2017,2,"Bronx County",30.1,10,15.1,0.445414847161572
"1619",1690,3,2017,2,"Bronx County",36.6,7.5,8.7,0.37117903930131
"1624",1695,4,2017,2,"Bronx County",36.1,9.2,14.4,0.441048034934498
"1626",1697,5,2017,2,"Bronx County",31.8,10,14,0.388646288209607
"1634",1705,6,2017,2,"Bronx County",37,9.8,10.4,0.40174672489083
"1638",1709,7,2017,2,"Bronx County",47.8,9.5,13.9,0.275109170305677
"1644",1715,1,2017,2,"Bronx County",41.9,10,11.7,0.222707423580786
"1648",1719,2,2017,2,"Bronx County",37.1,10,6.9,0.222707423580786
"1655",1726,3,2017,2,"Bronx County",40.6,9.7,7.8,0.22707423580786
"1660",1731,4,2017,2,"Bronx County",44,5.2,8.2,0.388646288209607
"1664",1735,5,2017,2,"Bronx County",47.5,6.9,10,0.353711790393013
"1670",1741,6,2017,2,"Bronx County",49.8,6.5,10.1,0.37117903930131
"1674",1745,7,2017,2,"Bronx County",43,7.3,14.3,0.253275109170306
"1679",1750,1,2017,2,"Bronx County",39.1,10,13.2,0.410480349344978
"1681",1752,2,2017,2,"Bronx County",44.2,9,7.9,0.349344978165939
"3127",1758,3,2017,3,"Bronx County",47.4,2,11.5,0.327510917030568
"3133",1764,4,2017,3,"Bronx County",47.8,6.9,21.6,0.344978165938865
"3136",1767,5,2017,3,"Bronx County",33.2,10,11.8,0.541484716157205
"3144",1775,6,2017,3,"Bronx County",22.9,9.9,17.8,0.305676855895196
"3147",1778,7,2017,3,"Bronx County",20.8,10,19.8,0.244541484716157
"3153",1784,1,2017,3,"Bronx County",28.9,10,9.9,0.40174672489083
"3156",1787,2,2017,3,"Bronx County",36.7,9.2,10.7,0.358078602620087
"3161",1792,3,2017,3,"Bronx County",45.9,5.5,15.3,0.406113537117904
"3170",1801,4,2017,3,"Bronx County",45.9,9.1,17.7,0.323144104803493
"3172",1803,5,2017,3,"Bronx County",35.5,5.8,12.1,0.34061135371179
"3178",1809,6,2017,3,"Bronx County",22.5,9.4,19.3,0.283842794759825
"3184",1815,7,2017,3,"Bronx County",20,10,16.1,0.240174672489083
"3189",1820,1,2017,3,"Bronx County",21.9,10,10.9,0.576419213973799
"3193",1824,2,2017,3,"Bronx County",36.3,6,18.1,0.14410480349345
"3196",1462,3,2017,3,"Bronx County",29.8,7.5,23.3,0.301310043668122
"3204",1470,4,2017,3,"Bronx County",28.5,9.8,19.1,0.532751091703057
"3206",1472,5,2017,3,"Bronx County",33,10,10.9,0.397379912663755
"3212",1478,6,2017,3,"Bronx County",34.7,10,7.5,0.231441048034935
"3217",1483,7,2017,3,"Bronx County",36,5.6,19.4,0.279475982532751
"3223",1489,1,2017,3,"Bronx County",39.2,9.4,21.4,0.563318777292576
"3228",1494,2,2017,3,"Bronx County",39.9,10,7.9,0.445414847161572
"3234",1500,3,2017,3,"Bronx County",38.6,10,14.8,0.292576419213974
"3239",1505,4,2017,3,"Bronx County",26.4,10,17.1,0.454148471615721
"3245",1511,5,2017,3,"Bronx County",35.3,9.9,9.6,0.393013100436681
"3249",1515,6,2017,3,"Bronx County",42.9,8.2,13.1,0.366812227074236
"3254",1520,7,2017,3,"Bronx County",37,9.5,9.8,0.205240174672489
"3256",1522,1,2017,3,"Bronx County",42,6.4,12.3,0.318777292576419
"3264",1530,2,2017,3,"Bronx County",40.7,5,8.7,0.353711790393013
"3266",1532,3,2017,3,"Bronx County",41.9,8.3,14.4,0.393013100436681
"3273",1539,4,2017,3,"Bronx County",40,10,12.8,0.358078602620087
"3279",1545,5,2017,3,"Bronx County",37.6,9.2,6.2,0.388646288209607
"4643",1549,6,2017,4,"Bronx County",39.8,3.3,24.2,0.344978165938865
"4649",1555,7,2017,4,"Bronx County",39.7,9.3,14.7,0.331877729257642
"4654",1560,1,2017,4,"Bronx County",43,10,6.9,0.353711790393013
"4659",1565,2,2017,4,"Bronx County",42.9,6.3,16.3,0.331877729257642
"4661",1567,3,2017,4,"Bronx County",42.6,7.8,14.1,0.327510917030568
"4667",1573,4,2017,4,"Bronx County",41.9,7.9,12.9,0.40174672489083
"4674",1580,5,2017,4,"Bronx County",47.8,6.9,14.9,0.449781659388646
"4676",1582,6,2017,4,"Bronx County",43.9,9.8,16.5,0.406113537117904
"4682",1588,7,2017,4,"Bronx County",46.3,10,10.5,0.296943231441048
"4690",1596,1,2017,4,"Bronx County",46.9,10,10.2,0.441048034934498
"4695",1601,2,2017,4,"Bronx County",49.8,8.8,12.1,0.305676855895196
"4696",1602,3,2017,4,"Bronx County",49.1,8.3,9.9,0.240174672489083
"4705",1611,4,2017,4,"Bronx County",49.8,9.5,8.2,0.336244541484716
"4706",1612,5,2017,4,"Bronx County",47.5,10,5,0.244541484716157
"4714",1620,6,2017,4,"Bronx County",46.8,9.7,9.2,0.244541484716157
"4717",1623,7,2017,4,"Bronx County",51.9,5.3,15.7,0.244541484716157
"4725",1631,1,2017,4,"Bronx County",56.4,8.7,12,0.2882096069869
"4730",1636,2,2017,4,"Bronx County",47.8,10,12.1,0.336244541484716
"4734",1640,3,2017,4,"Bronx County",41.7,10,10.5,0.310043668122271
"4737",1643,4,2017,4,"Bronx County",47.5,5.9,9.8,0.379912663755459
"4742",1648,5,2017,4,"Bronx County",45.7,4.6,13.9,0.397379912663755
"4750",1656,6,2017,4,"Bronx County",46.7,5.7,13.2,0.318777292576419
"4752",1658,7,2017,4,"Bronx County",46.5,10,10.5,0.25764192139738
"4758",1664,1,2017,4,"Bronx County",46.6,10,7.6,0.318777292576419
"4765",1671,2,2017,4,"Bronx County",49.7,6.7,14.2,0.414847161572052
"4766",1672,3,2017,4,"Bronx County",53.1,1.1,17.9,0.349344978165939
"4772",1678,4,2017,4,"Bronx County",52.9,3,5.3,0.344978165938865
"4777",1683,5,2017,4,"Bronx County",53.1,3.3,8.2,0.423580786026201
"4781",1687,6,2017,4,"Bronx County",54.2,2.7,11.6,0.40174672489083
"4787",1693,7,2017,4,"Bronx County",53.4,9.8,12.6,0.296943231441048
"6127",1698,1,2017,5,"Bronx County",49.3,5,10.6,0.445414847161572
"6134",1705,2,2017,5,"Bronx County",55.4,2.2,14.5,0.454148471615721
"6136",1707,3,2017,5,"Bronx County",54.7,9.5,13,0.406113537117904
"6142",1713,4,2017,5,"Bronx County",51.5,10,10.6,0.436681222707424
"6149",1720,5,2017,5,"Bronx County",49.4,7.6,14.9,0.423580786026201
"6152",1723,6,2017,5,"Bronx County",55.1,2.6,13.5,0.40174672489083
"6157",1728,7,2017,5,"Bronx County",52.5,7.1,10.6,0.270742358078603
"6164",1735,1,2017,5,"Bronx County",50,10,15.6,0.336244541484716
"6166",1737,2,2017,5,"Bronx County",48.3,10,6.2,0.305676855895196
"6172",1743,3,2017,5,"Bronx County",48.7,9.9,4.5,0.37117903930131
"6177",1748,4,2017,5,"Bronx County",49.5,10,7.6,0.331877729257642
"6183",1754,5,2017,5,"Bronx County",48.6,9.7,11.8,0.471615720524017
"6186",1757,6,2017,5,"Bronx County",47.9,10,8.6,0.445414847161572
"6193",1764,7,2017,5,"Bronx County",50.4,5.6,16.5,0.292576419213974
"6198",1769,1,2017,5,"Bronx County",51.1,10,12.9,0.467248908296943
"6201",1772,2,2017,5,"Bronx County",57.5,10,10.7,0.388646288209607
"6209",1780,3,2017,5,"Bronx County",57.9,9.8,11.3,0.441048034934498
"6212",1783,4,2017,5,"Bronx County",60.1,7,13.2,0.615720524017467
"6219",1790,5,2017,5,"Bronx County",59.6,6.2,12.2,0.589519650655022
"6225",1796,6,2017,5,"Bronx County",56.3,10,16,0.327510917030568
"6227",1798,7,2017,5,"Bronx County",52.7,10,6.8,0.423580786026201
"6233",1804,1,2017,5,"Bronx County",51.4,9.5,8.2,0.489082969432314
"6240",1811,2,2017,5,"Bronx County",56.8,7.5,11.8,0.323144104803493
"6244",1815,3,2017,5,"Bronx County",53.9,9,9.2,0.34061135371179
"6249",1820,4,2017,5,"Bronx County",53.8,5.6,11.6,0.423580786026201
"6255",1826,5,2017,5,"Bronx County",55.4,6.2,12.9,0.506550218340611
"6256",1462,6,2017,5,"Bronx County",57.5,10,7.2,0.318777292576419
